alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA6061,419.45,443.55,381.85,2.654,98.78,16.3,0.143078,34226616402.575,25.855,443.16,85.14,43.216,0.0,True
AA6061,430.46,441.12,405.82,6.276,106.02,49.55,0.440404,81375891621.531,28.855,469.64,131.61,310.371,0.0,True
AA6061,472.33,458.49,410.43,7.206,140.48,23.56,0.309933,15014122012.16,23.129,492.5,83.42,170.003,0.0,True
AA6061,444.9,398.06,380.63,2.112,121.52,25.6,0.106885,16258180138.043,23.387,458.81,90.68,53.686,0.0,True
AA6061,462.64,408.45,407.37,1.906,121.57,33.29,0.105734,8505822902.067,21.335,475.26,84.83,63.913,0.0,True
AA6063,450.1,392.65,394.83,2.751,108.14,23.44,0.147673,13253738564.894,24.93,464.8,91.96,62.125,0.0,True
AA6061,471.88,393.42,453.31,2.366,131.59,23.9,0.110385,7201840139.942,20.824,479.48,76.84,57.277,0.0,True
AA6061,488.6,439.51,454.06,6.256,145.53,17.72,0.235367,7933068639.365,21.12,495.11,71.96,110.567,0.0,True
AA6061,470.61,442.69,429.46,1.253,90.02,24.87,0.084563,4733294472.877,19.566,481.95,69.59,30.847,0.19,True
AA7075,491.33,422.34,429.53,7.485,115.9,43.53,0.463674,29751728993.752,23.643,500.67,102.8,324.601,0.0,True
AA6063,467.13,459.5,424.42,4.858,82.82,15.57,0.304931,11843470662.005,24.556,488.7,81.75,74.992,0.0,True
AA6063,443.43,454.18,409.67,2.484,90.22,35.27,0.191485,14501722814.416,25.231,471.16,105.71,89.536,0.0,True
AA6063,452.56,406.73,446.81,1.821,127.8,26.26,0.086495,6378509528.312,22.55,471.02,88.73,46.511,0.01,True
AA7075,447.59,457.13,423.38,7.54,127.3,11.14,0.272378,52583371353.128,25.643,465.99,73.31,83.879,0.0,True
AA6063,439.28,400.19,457.67,7.267,102.28,42.96,0.506368,58996650033.25,30.128,471.34,131.63,309.836,0.0,True
AA6063,428.95,431.06,437.45,6.037,130.62,16.78,0.247848,34932413701.567,28.257,449.53,91.79,100.851,0.0,True
AA6063,469.46,424.64,421.65,3.506,137.94,31.63,0.16523,6964267984.096,22.83,486.3,93.89,109.282,0.0,True
AA7075,462.15,436.22,397.1,7.503,117.03,21.05,0.374402,52285687177.724,25.623,476.52,92.13,158.504,0.0,True
AA6063,461.78,387.3,382.3,7.576,98.03,25.16,0.475343,31428261679.514,27.885,480.09,106.78,190.317,0.0,True
AA6061,480.88,458.57,451.19,6.974,97.32,43.52,0.522055,19420065180.165,23.966,504.58,107.08,306.831,0.0,True
AA7075,440.75,389.6,413.55,5.123,99.88,43.84,0.371011,125312928542.201,28.814,463.57,127.39,225.001,0.0,True
AA6063,489.0,430.11,381.29,2.195,104.43,47.96,0.156484,3818519403.978,20.957,501.94,96.49,106.027,0.0,True
AA7075,494.11,385.59,422.5,3.653,147.47,41.75,0.172228,12837508539.036,20.828,496.44,90.77,148.774,0.0,True
AA6063,454.93,428.53,388.83,5.43,142.5,23.51,0.229106,14728064815.097,25.283,477.62,92.09,127.28,0.0,True
AA7075,478.11,381.87,420.84,2.762,89.19,38.34,0.217914,26689462359.836,23.27,481.99,98.01,107.003,0.0,True
AA6061,454.19,431.58,393.82,1.509,105.85,30.97,0.092532,9184669813.363,21.573,469.9,86.83,46.27,0.0,True
AA6063,480.0,402.66,420.42,3.389,115.49,23.87,0.172626,6289018666.613,22.506,487.21,87.78,78.529,0.0,True
AA6061,472.12,399.25,397.07,6.174,88.19,46.93,0.51827,33553200479.973,25.787,493.38,114.55,291.82,0.0,True
AA7075,424.31,421.99,431.4,3.135,146.71,30.81,0.136888,62597754021.555,26.269,450.82,103.72,94.518,0.0,True
AA7075,441.01,386.39,402.47,3.998,105.2,40.95,0.273693,97243841152.606,27.875,457.5,120.22,166.303,0.0,True
AA6063,454.65,398.11,458.28,4.283,117.29,18.74,0.206462,14794237163.23,25.298,470.59,86.52,81.086,0.0,True
AA6061,447.27,396.51,443.75,1.984,98.74,21.81,0.118061,15528952300.928,23.238,463.19,82.8,43.191,0.0,True
AA6061,486.9,394.09,412.57,2.375,129.18,37.13,0.125241,5789665961.243,20.164,490.93,82.9,87.029,0.0,True
AA6061,441.98,391.95,430.56,6.475,89.96,16.99,0.379975,63086214167.47,27.96,456.72,90.16,107.366,0.0,True
AA6061,455.2,407.8,415.52,3.265,125.77,47.31,0.191259,19504996316.429,23.98,476.48,109.4,154.504,0.0,True
AA6061,439.67,421.33,422.73,6.31,117.79,34.57,0.360316,55234457607.466,27.497,468.16,117.26,216.832,0.0,True
AA6061,488.91,421.8,406.0,4.987,124.7,23.41,0.240877,8664816211.809,21.393,497.41,77.66,116.775,0.0,True
AA6063,484.73,456.81,423.37,4.744,144.42,42.04,0.234559,5764363513.704,22.231,505.02,95.36,199.461,0.0,True
AA6061,459.8,391.47,435.64,4.992,131.88,12.54,0.184183,18387435090.949,23.787,465.18,72.05,63.056,0.0,True
AA7075,421.86,381.87,452.41,1.678,149.99,16.58,0.061429,41777770451.445,24.827,430.68,80.21,28.479,6.69,True
AA6061,456.25,382.81,451.68,2.931,89.71,49.85,0.252091,27632504201.881,25.134,475.97,113.67,150.992,0.0,True
AA7075,494.4,412.68,425.18,5.442,84.95,23.69,0.387962,24742484298.955,23.011,502.52,88.04,129.163,0.0,True
AA7075,472.81,392.94,428.45,7.874,85.21,29.61,0.598036,73332796604.006,26.842,484.82,106.39,233.205,0.0,True
AA6063,459.52,415.48,396.6,3.465,92.73,39.42,0.267035,16051236668.448,25.572,476.62,111.63,139.091,0.0,True
AA6061,482.74,454.47,389.8,3.952,115.82,15.39,0.176558,6207436630.804,20.374,493.45,63.76,60.286,0.0,True
AA6061,474.12,388.48,395.37,5.56,108.57,40.51,0.352517,22644249323.507,24.471,487.5,103.5,219.335,0.0,True
AA6063,473.5,437.41,431.12,5.13,136.4,36.28,0.260129,9500849161.511,23.831,491.48,99.61,187.694,0.0,True
AA6061,471.56,457.17,433.33,7.966,110.41,45.91,0.522537,25516428054.072,24.868,500.93,109.31,362.438,0.0,True
AA7075,453.25,381.97,379.24,6.617,102.05,32.7,0.427338,105095178379.889,28.161,468.09,114.3,214.12,0.0,True
AA7075,465.45,403.63,435.63,7.189,83.05,26.69,0.545567,86033455145.972,27.425,476.33,106.02,192.774,0.0,True
AA7075,487.78,388.86,406.88,1.02,121.63,36.34,0.060261,5135440064.781,17.973,487.38,76.26,38.811,0.06,True
AA6061,424.54,434.45,456.57,6.476,138.2,31.8,0.306731,71604480286.186,28.404,456.07,115.65,204.026,0.0,True
AA6063,493.76,392.22,435.99,7.084,101.71,43.22,0.502994,13226788869.892,24.923,505.41,112.68,307.375,0.0,True
AA6061,474.65,444.73,404.29,7.558,116.26,39.31,0.459587,22572493960.265,24.461,495.27,103.69,299.554,0.0,True
AA7075,452.98,447.37,421.19,3.127,111.45,26.98,0.179516,29886721473.025,23.659,470.16,93.51,85.767,0.0,True
AA7075,498.36,409.63,418.16,2.126,107.46,39.07,0.139988,7681164149.736,19.198,503.03,82.4,83.96,0.0,True
AA6061,424.3,394.34,438.35,4.397,113.77,33.93,0.258099,73077014119.089,28.475,451.76,117.03,148.02,0.0,True
AA7075,497.34,400.95,404.33,3.536,115.17,37.3,0.212362,12984019441.153,20.864,498.35,85.96,131.988,0.0,True
AA7075,430.42,403.38,433.93,1.718,96.22,49.83,0.138467,59896052059.394,26.11,457.48,121.03,88.939,0.0,True
AA6063,496.74,396.73,394.29,7.002,100.36,23.3,0.420228,9210648064.129,23.73,503.62,85.96,163.42,0.0,True
AA6061,489.54,436.24,448.04,2.032,107.93,21.33,0.106967,3469851056.967,18.665,496.8,66.68,42.129,0.07,True
AA6063,487.45,418.95,456.6,7.377,118.59,27.8,0.396154,10800821522.344,24.252,500.92,95.27,205.663,0.0,True
AA6063,438.71,457.45,449.11,1.818,108.95,47.08,0.11837,10413296207.662,24.131,471.3,106.23,82.534,0.0,True
AA6063,435.64,410.34,392.16,4.513,117.83,47.77,0.280541,36398642327.413,28.402,468.14,129.38,213.838,0.0,True
AA6061,475.23,422.63,388.27,4.912,93.48,38.33,0.369109,19040694405.787,23.901,494.76,101.3,189.894,0.0,True
AA6063,458.99,428.12,443.66,6.92,85.46,46.16,0.594619,34011468933.013,28.163,490.57,126.33,320.525,0.0,True
AA6063,461.14,434.94,456.47,2.031,127.59,19.33,0.089015,4638914507.188,21.554,475.77,73.64,38.812,0.04,True
AA6063,430.43,411.91,413.76,5.318,108.51,13.88,0.250825,36580998317.22,28.42,449.28,87.5,75.2,0.0,True
AA7075,493.63,400.2,441.19,4.715,107.44,41.47,0.314385,22335365643.101,22.663,499.0,95.74,196.896,0.0,True
AA7075,433.67,405.94,419.51,5.212,119.17,14.08,0.218798,88630793825.295,27.534,445.61,85.74,72.697,0.0,True
AA6061,475.19,401.47,418.95,1.996,112.28,34.99,0.117385,6784851181.06,20.643,484.65,87.12,67.923,0.0,True
AA7075,481.44,396.04,391.15,6.458,107.32,47.98,0.444811,43290071306.715,24.953,491.13,111.2,309.808,0.0,True
AA7075,493.55,403.35,390.91,3.023,121.8,43.81,0.182294,12271683743.529,20.682,496.84,92.71,134.747,0.0,True
AA6061,483.22,397.91,395.93,2.607,106.71,31.4,0.157516,7490954168.656,20.944,490.64,82.68,80.185,0.0,True
AA6061,435.8,393.98,438.04,4.981,108.32,29.68,0.300354,57098985332.373,27.612,459.92,105.81,149.142,0.0,True
AA7075,451.84,410.5,402.69,8.028,85.15,35.72,0.640723,140495095978.795,29.241,473.14,123.26,285.368,0.0,True
AA6063,485.36,398.04,448.64,6.964,137.88,23.66,0.309089,9600974671.66,23.866,492.0,88.95,166.856,0.0,True
AA6061,420.15,415.73,459.91,5.528,104.78,10.67,0.234661,65031417242.186,28.066,439.55,77.95,58.04,0.0,True
AA6061,448.72,427.86,450.46,6.763,82.26,15.55,0.435329,48629758699.234,27.056,469.42,87.86,106.266,0.0,True
AA7075,471.88,419.67,415.08,6.912,100.63,11.47,0.321103,36376275942.066,24.341,476.28,70.13,79.521,0.0,True
AA6063,460.44,437.67,392.47,4.22,90.36,30.95,0.304868,15399306326.28,25.432,485.81,100.49,130.078,0.0,True
AA6063,451.91,455.23,446.97,2.796,121.83,36.63,0.157399,9628065039.465,23.875,478.29,99.67,102.142,0.0,True
AA6063,491.01,424.18,451.65,0.987,124.1,26.5,0.051363,1273711579.923,17.781,494.73,71.0,26.986,2.42,True
AA6061,459.21,417.07,433.37,0.982,121.07,34.23,0.056769,4977932457.188,19.715,471.58,80.33,34.865,0.03,True
AA7075,426.88,454.71,431.2,3.717,115.42,25.42,0.202759,79228886354.97,27.123,456.43,101.47,96.28,0.0,True
AA6061,420.01,387.16,404.39,5.644,94.18,45.5,0.440051,145616512641.523,30.935,454.21,137.28,258.649,0.0,True
AA6063,450.09,448.18,436.56,5.758,82.15,17.37,0.377825,25109897999.262,27.103,471.52,91.17,98.89,0.0,True
AA6063,457.57,428.0,406.14,6.02,114.71,47.13,0.38568,23095431656.321,26.814,481.2,122.7,283.363,0.0,True
AA6063,493.19,405.55,432.92,3.566,110.47,19.44,0.175992,4411139009.998,21.399,495.23,74.8,66.683,0.0,True
AA6061,488.25,386.74,450.7,2.842,122.8,16.39,0.12154,5199486638.729,19.844,486.95,65.58,45.799,0.02,True
AA6063,490.81,387.64,422.86,1.806,81.89,37.19,0.152218,4462324073.284,21.434,497.2,91.01,67.12,0.0,True
AA7075,444.08,448.44,439.19,5.48,145.22,33.12,0.253056,57603290703.995,25.97,466.17,107.82,182.094,0.0,True
AA6061,436.62,450.58,431.4,4.467,94.76,23.66,0.286439,39445655566.173,26.337,462.96,97.44,106.275,0.0,True
AA6061,423.22,430.35,387.15,1.969,93.39,24.54,0.12904,29757358388.803,25.382,453.4,96.82,48.386,0.0,True
AA7075,487.62,452.85,442.68,3.444,95.05,32.87,0.2337,13997487407.495,21.109,499.64,88.56,109.465,0.0,True
AA6061,447.67,430.28,429.85,2.288,99.94,46.64,0.168178,18798174808.845,23.859,470.54,108.75,106.821,0.0,True
AA6061,468.28,411.94,457.95,1.441,120.45,49.58,0.090596,6386631984.38,20.46,479.91,91.05,72.57,0.0,True
AA7075,464.08,415.4,394.73,2.89,104.93,41.42,0.199495,27884829853.853,23.42,479.12,101.2,121.911,0.0,True
AA7075,438.83,397.54,424.17,7.302,85.07,34.18,0.582401,202309317423.898,30.615,461.53,125.42,251.033,0.0,True
AA6061,431.39,428.59,434.33,5.98,117.26,48.12,0.373519,72581223997.265,28.451,466.24,127.66,284.875,0.0,True
AA6061,494.43,409.85,427.75,2.188,133.18,49.13,0.124066,4172621565.29,19.197,498.49,86.03,109.145,0.0,True
AA7075,454.59,445.86,456.02,3.249,113.25,38.24,0.202223,33541305927.097,24.059,471.93,104.43,125.836,0.0,True
AA6063,484.3,381.12,407.45,2.742,147.49,20.57,0.106913,3804655743.527,20.946,487.13,77.48,56.164,0.0,True
AA7075,434.98,437.16,394.32,2.172,118.88,43.4,0.127589,41392080071.513,24.795,459.55,109.36,91.416,0.0,True
AA6063,460.44,398.13,409.59,6.969,142.4,49.87,0.365673,23372592346.746,26.855,480.98,123.3,347.783,0.0,True
AA7075,460.49,418.19,409.42,3.599,110.18,10.64,0.148584,23688966517.748,22.863,465.1,63.15,38.573,0.32,True
AA6063,488.81,390.58,457.46,8.038,122.43,41.32,0.462938,13787946209.621,25.062,503.49,109.06,329.537,0.0,True
AA6061,457.03,427.09,423.18,4.197,92.64,25.9,0.276673,23472709049.356,24.59,476.53,93.41,106.795,0.0,True
AA7075,441.18,416.33,436.86,3.661,117.52,30.97,0.204988,60557897303.278,26.15,460.05,105.47,113.795,0.0,True
AA7075,446.97,438.2,392.28,2.086,119.29,19.59,0.099811,21710384669.795,22.567,464.89,79.36,41.056,0.24,True
AA6061,467.6,422.58,420.35,3.368,143.61,28.03,0.148921,10414302302.974,21.966,480.83,86.14,94.172,0.0,True
AA6061,439.78,429.22,382.87,6.515,118.24,43.14,0.396593,58503506088.454,27.697,472.38,122.95,281.355,0.0,True
AA6061,436.42,413.36,410.33,1.964,149.59,21.38,0.07495,12844748278.793,22.629,453.1,82.23,40.981,0.0,True
AA6061,464.49,420.9,389.53,2.646,134.84,11.47,0.09139,7217240278.891,20.831,468.13,57.12,30.336,0.04,True
AA6061,474.12,419.2,400.29,1.773,140.14,16.11,0.065837,3632890043.9,18.796,480.92,60.55,27.996,0.23,True
AA7075,498.67,437.95,411.35,6.722,114.28,44.91,0.432591,20339596420.186,22.348,510.25,98.62,305.55,0.0,True
AA6063,456.27,379.58,429.22,7.687,97.99,42.65,0.560952,47033404089.781,29.313,477.12,126.56,327.05,0.0,True
AA6063,481.76,405.19,438.35,2.325,108.57,42.24,0.155876,5388808102.12,22.02,493.58,94.17,99.995,0.0,True
AA7075,442.21,404.31,399.0,6.17,148.13,17.98,0.230647,69760797450.237,26.661,456.31,93.75,111.343,0.0,True
AA6063,485.78,385.77,410.16,4.148,88.67,13.43,0.230595,7439842087.301,23.041,490.54,70.39,55.348,0.0,True
AA7075,495.97,428.88,389.55,2.145,120.87,23.34,0.106866,5868625198.231,18.374,496.3,70.0,50.108,0.0,True
AA7075,419.74,407.04,405.3,5.864,129.03,28.57,0.294946,181870200426.927,30.211,448.34,118.23,169.807,0.0,True
AA6061,484.68,421.97,400.4,4.667,93.68,14.33,0.254598,10535157803.51,22.002,492.59,69.99,67.21,0.0,True
AA6063,497.86,450.0,402.03,5.758,130.25,27.26,0.277506,4923865373.578,21.738,507.04,81.09,156.073,0.0,True
AA6061,468.44,386.84,403.6,4.268,131.57,39.74,0.230455,17210344298.396,23.571,481.78,102.2,171.344,0.0,True
AA7075,496.25,415.42,411.61,1.472,131.33,37.79,0.07829,4681686724.933,17.699,494.93,76.42,56.011,0.0,True
AA6061,456.12,407.87,457.83,2.597,95.54,38.62,0.191592,18682377014.293,23.839,471.94,103.52,101.299,0.0,True
AA6063,460.8,420.36,432.88,6.655,103.33,45.97,0.474355,28237577703.25,27.511,485.73,122.72,308.205,0.0,True
AA7075,467.86,384.82,435.53,3.75,138.64,47.7,0.198625,29043769279.261,23.56,480.47,107.45,177.951,0.0,True
AA6063,480.22,397.86,389.29,4.922,127.0,32.78,0.259257,9182147927.39,23.72,493.15,96.56,161.949,0.0,True
AA7075,435.39,428.6,433.16,4.601,149.78,25.03,0.186405,59495170054.015,26.086,461.0,97.75,113.641,0.0,True
AA6061,429.87,400.72,418.73,1.372,86.7,25.9,0.102465,22869336574.771,24.504,452.19,95.96,37.017,0.0,True
AA6061,423.22,389.52,440.49,7.193,99.52,14.77,0.371919,116014802626.623,30.117,442.3,94.71,106.284,0.0,True
AA6063,426.22,405.14,414.76,2.884,125.6,17.8,0.128136,22949163230.138,26.792,445.58,91.61,52.105,0.0,True
AA6063,423.5,439.43,418.28,6.047,136.64,30.95,0.290165,44146500632.671,29.087,457.43,115.34,187.204,0.0,True
AA7075,465.64,400.7,408.7,2.5,112.23,49.7,0.164274,25613655966.069,23.129,480.27,104.89,122.821,0.0,True
AA6061,459.21,383.45,435.05,4.871,125.32,21.02,0.222268,23394526497.345,24.579,467.36,88.02,100.651,0.0,True
AA7075,441.66,439.01,386.98,4.166,137.83,20.72,0.173778,45167194985.567,25.103,460.54,90.47,85.718,0.0,True
AA6061,478.45,407.88,403.17,6.183,138.56,38.63,0.309864,15566923167.294,23.246,497.81,103.69,237.68,0.0,True
AA6061,471.69,441.26,396.31,5.821,84.59,29.95,0.4522,24705360406.044,24.76,490.76,95.4,176.456,0.0,True
AA6061,441.29,427.8,452.05,5.43,96.91,44.55,0.408455,55078822150.609,27.487,474.23,124.25,243.192,0.0,True
AA6063,444.23,411.11,416.11,3.089,103.93,10.29,0.133401,12577179127.52,24.755,458.12,68.16,32.047,0.02,True
AA6061,471.69,444.36,454.71,2.608,121.14,13.13,0.106067,5583439631.949,20.056,478.16,60.33,34.313,0.07,True
AA6061,427.27,396.38,402.11,8.029,109.18,30.07,0.474321,125769888319.525,30.407,451.54,118.94,239.553,0.0,True
AA7075,499.73,431.85,423.52,3.578,93.63,36.27,0.260477,12721511005.911,20.798,507.16,85.28,128.967,0.0,True
AA6063,473.65,406.88,411.31,2.163,138.47,30.36,0.098448,4213138758.344,21.258,482.23,84.25,63.49,0.0,True
AA7075,470.58,437.1,396.46,2.804,97.05,15.97,0.154629,16802127350.807,21.71,475.98,70.82,45.282,0.03,True
AA6063,438.31,423.05,386.03,1.563,119.26,46.79,0.093693,10104039635.384,24.033,464.71,107.15,71.185,0.0,True
AA6061,435.39,413.12,431.71,1.071,149.25,21.84,0.046568,8121906252.613,21.193,454.43,77.36,25.771,0.01,True
AA6061,493.07,397.0,435.02,7.918,126.58,12.75,0.304382,10728543631.56,22.059,495.36,64.92,101.047,0.0,True
AA6061,438.28,398.72,428.89,7.293,127.03,36.95,0.394734,72616048032.826,28.453,463.51,117.47,268.747,0.0,True
AA6063,428.22,440.95,411.99,1.206,145.74,14.71,0.041179,5432632520.465,22.045,447.9,69.8,17.195,0.13,True
AA7075,487.14,399.62,418.25,1.146,85.52,34.32,0.088895,7258122648.128,19.023,489.08,76.97,38.637,0.05,True
AA6063,455.44,452.26,436.11,2.478,83.2,38.37,0.204335,11572098979.528,24.479,484.98,104.25,93.64,0.0,True
AA6061,459.49,390.03,422.59,4.946,117.48,28.78,0.273899,28224630534.566,25.205,472.4,96.06,144.318,0.0,True
AA6063,459.28,428.98,441.72,7.667,144.06,47.61,0.389241,21358547945.882,26.545,486.41,120.19,361.83,0.0,True
AA7075,485.13,439.35,387.15,3.506,83.27,23.75,0.248142,17685074402.779,21.88,495.26,85.46,81.115,0.0,True
AA6063,427.44,446.59,451.28,6.306,120.85,32.77,0.350936,44236362065.074,29.094,463.4,120.32,208.527,0.0,True
AA7075,434.04,414.96,457.56,1.594,121.58,46.77,0.098936,37403274633.469,24.439,456.43,110.35,76.601,0.0,True
AA6061,440.2,443.49,452.8,7.361,96.66,36.88,0.529407,74195956323.199,28.529,473.06,121.71,273.894,0.0,True
AA6061,497.4,442.73,447.57,4.615,116.83,18.17,0.215205,5553059082.818,20.04,502.92,69.26,82.497,0.0,True
AA7075,497.77,421.7,394.19,2.259,131.2,10.04,0.074838,3918236762.106,17.178,492.99,48.58,22.373,0.93,True
AA7075,475.33,385.71,417.5,4.662,145.25,26.84,0.200418,23735307879.78,22.87,479.98,87.38,124.365,0.0,True
AA7075,487.84,387.31,424.96,2.937,130.84,10.02,0.098383,8448449213.781,19.494,480.61,51.01,29.298,0.75,True
AA6063,460.52,443.73,413.13,4.121,139.43,14.31,0.147479,7783937270.228,23.186,469.88,71.86,57.892,0.0,True
AA6063,427.34,393.15,445.21,5.391,115.47,39.29,0.327437,58418126053.086,30.092,459.01,130.12,211.893,0.0,True
AA6063,480.72,411.36,413.4,7.655,111.27,47.11,0.513535,16633485525.628,25.693,498.24,116.33,365.839,0.0,True
AA6061,424.89,423.07,439.35,3.025,83.57,29.57,0.227928,53880360146.116,27.411,453.67,108.04,87.071,0.0,True
AA6063,471.79,450.14,442.83,1.2,84.58,31.03,0.092763,3252393511.107,20.473,483.6,81.88,37.111,0.21,True
AA7075,435.11,391.59,455.96,7.222,122.74,10.05,0.25947,108774130619.308,28.288,444.31,76.29,72.626,0.0,True
AA6061,452.38,405.0,427.79,3.555,129.39,30.49,0.178093,20888757330.393,24.205,467.1,95.92,107.639,0.0,True
AA6063,482.68,396.68,417.41,1.106,115.54,14.47,0.050354,1655579896.246,18.51,476.79,57.91,16.494,8.12,True
AA6061,468.0,453.07,421.2,1.043,95.32,46.9,0.078699,4369455246.634,19.331,484.0,86.66,47.872,0.01,True
AA6061,475.96,387.17,439.07,3.607,144.51,21.45,0.147304,9541278925.075,21.692,479.5,77.66,77.989,0.0,True
AA6063,441.27,383.38,429.85,1.376,115.48,25.26,0.074404,8723829288.439,23.554,457.48,88.06,35.194,0.01,True
AA6063,420.32,404.02,448.42,3.259,97.72,31.74,0.225363,47178189353.174,29.324,451.33,120.21,105.859,0.0,True
AA6063,466.65,440.87,437.64,2.327,101.06,23.93,0.137839,5955880491.709,22.334,485.33,83.99,54.972,0.0,True
AA6061,482.31,404.8,385.8,2.263,122.57,10.61,0.083364,3955932664.625,19.042,476.83,52.33,24.034,0.6,True
AA7075,481.47,458.09,390.12,2.513,117.75,19.44,0.123088,8653779978.6,19.57,492.09,69.35,49.708,0.0,True
AA6061,500.21,408.62,428.72,7.881,98.48,16.67,0.432247,13083897374.254,22.688,500.83,74.88,132.039,0.0,True
AA6061,487.21,406.73,398.91,5.055,129.35,42.52,0.280117,11750897907.86,22.347,499.08,99.66,215.098,0.0,True
AA6063,430.6,398.52,452.74,6.663,89.82,11.86,0.347786,53716644671.406,29.79,446.97,84.74,78.443,0.0,True
AA6061,456.81,432.31,409.17,2.143,111.72,40.5,0.140164,11606255287.887,22.307,479.08,95.82,89.718,0.0,True
AA7075,497.47,399.56,387.22,7.408,98.11,38.86,0.527679,32012349101.624,23.897,506.58,105.75,287.804,0.0,True
AA6063,468.86,418.8,439.53,3.473,93.56,43.89,0.268153,12067267153.057,24.618,490.32,108.56,152.462,0.0,True
AA7075,487.75,385.13,389.59,4.966,95.27,34.47,0.351936,29673948746.882,23.634,495.75,98.63,170.959,0.0,True
AA7075,499.32,431.07,410.5,2.647,93.92,44.25,0.195029,9554179890.361,19.881,511.84,87.53,111.971,0.0,True
AA6063,467.54,444.3,381.43,7.552,103.16,46.52,0.533214,21992517737.639,26.645,495.79,118.38,348.948,0.0,True
AA6061,421.47,413.34,401.64,1.461,100.54,21.76,0.085949,23073515854.36,24.533,446.44,86.12,31.968,0.0,True
AA6063,494.6,441.49,392.85,1.34,95.01,41.15,0.098499,1894454934.047,18.892,507.71,82.85,54.246,0.02,True
AA6063,427.05,440.14,403.72,4.77,133.54,11.34,0.165883,22825871005.228,26.773,445.59,79.43,54.161,0.0,True
AA6061,487.2,387.7,381.48,2.369,101.24,12.44,0.113295,5003734986.43,19.73,480.39,56.68,29.628,0.29,True
AA6063,437.76,439.31,422.26,2.55,114.57,10.04,0.097166,9499871989.242,23.831,451.41,61.72,25.364,0.06,True
AA6063,429.93,382.53,443.99,5.516,137.49,49.07,0.299228,50770808211.54,29.587,459.49,132.58,271.495,0.0,True
AA6061,424.41,430.68,424.96,2.548,138.21,39.42,0.132264,31593808025.353,25.584,454.89,108.76,102.692,0.0,True
AA6063,421.38,384.44,410.87,3.224,90.96,30.62,0.225547,50257993623.792,29.55,451.74,118.46,96.13,0.0,True
AA7075,499.15,432.52,409.7,1.957,90.7,24.51,0.13628,6831434009.813,18.836,505.71,74.16,49.585,0.0,True
AA6061,478.63,426.7,398.36,6.698,112.93,38.01,0.416247,20019510286.123,24.065,493.59,101.58,257.183,0.0,True
AA6061,440.14,382.24,439.51,2.642,122.46,46.66,0.15788,30073181766.35,25.418,460.94,115.77,122.928,0.0,True
AA6063,446.85,396.91,454.94,3.248,103.49,45.87,0.226216,21674328010.701,26.595,471.96,119.68,146.976,0.0,True
AA7075,444.37,392.63,449.47,3.937,147.42,33.34,0.178556,53983371544.015,25.737,462.4,103.9,131.031,0.0,True
AA6061,444.1,402.84,454.24,7.355,115.92,20.34,0.366475,50717831725.53,27.201,465.03,96.43,150.179,0.0,True
AA6063,478.66,409.21,421.13,6.173,130.94,26.98,0.293542,10722927203.75,24.228,489.89,93.77,164.784,0.0,True
AA6063,469.92,445.85,392.62,3.179,93.93,41.27,0.234796,8810537401.682,23.586,489.18,101.75,128.11,0.0,True
AA7075,438.48,443.07,436.75,2.888,86.82,10.01,0.146183,38704576678.488,24.559,453.2,66.74,28.872,4.04,True
AA6061,449.36,412.39,400.91,2.559,104.89,35.58,0.163138,19442925343.353,23.969,468.94,99.16,89.24,0.0,True
AA6061,475.04,453.85,446.27,2.883,137.42,26.47,0.130433,5864919370.218,20.203,488.41,76.83,75.831,0.0,True
AA7075,479.21,414.04,455.59,1.642,86.14,37.3,0.131421,12249312373.536,20.676,487.32,88.87,61.088,0.0,True
AA6061,454.6,413.49,432.99,1.21,128.4,10.89,0.041258,4184121395.469,19.205,458.35,54.64,12.648,0.28,True
AA7075,477.07,455.64,381.34,2.777,133.55,16.94,0.114325,9696150876.92,19.928,484.49,65.48,47.85,0.01,True
AA6063,441.65,429.1,452.23,4.951,131.33,28.13,0.237688,23768626693.218,26.913,466.66,105.7,137.802,0.0,True
AA6061,453.9,423.95,417.37,7.011,81.89,18.37,0.470536,44663079368.698,26.763,472.26,92.28,127.324,0.0,True
AA7075,463.99,441.92,454.93,1.987,104.07,12.22,0.090451,10998342796.934,20.329,468.48,59.52,24.065,3.81,True
AA6061,486.2,451.25,429.63,1.251,113.69,45.39,0.079857,2755502656.852,18.012,502.37,80.62,56.556,0.0,True
AA6063,437.39,391.05,426.8,7.014,125.38,23.9,0.337065,45518014450.984,29.196,458.71,106.72,166.636,0.0,True
AA6063,467.82,453.67,451.8,7.44,95.52,38.7,0.547749,22243393504.748,26.684,496.49,113.51,290.013,0.0,True
AA6061,465.37,406.6,419.29,7.671,128.4,24.4,0.361618,28027600619.027,25.181,480.27,92.44,185.675,0.0,True
AA6061,432.73,425.76,446.42,3.65,85.4,34.95,0.289188,52250058096.14,27.304,461.79,110.1,127.171,0.0,True
AA7075,458.32,455.57,406.94,5.561,121.21,15.98,0.244897,34425637207.361,24.149,471.26,77.74,89.636,0.0,True
